gid,date,div_number,motion_text,ayes,noes,colnum,time
uk.org.publicwhip/debate/2022-12-12c.787.2,2022-12-12,121,"
Clause 1 - Power to implement government procurement Chapters
",34,300,787,18:33:00
uk.org.publicwhip/debate/2022-12-12c.793.1,2022-12-12,122,,294,46,793,18:56:00
uk.org.publicwhip/debate/2022-12-12c.815.1,2022-12-12,123,,298,199,815,20:12:00
uk.org.publicwhip/debate/2022-12-12c.851.0,2022-12-12,124,“(b) the Third Report from the Committee on Standards”.—(Chris Bryant.),135,241,851,22:09:00
uk.org.publicwhip/debate/2022-12-12c.854.0,2022-12-12,125,“with effect from ,135,239,854,22:36:00
uk.org.publicwhip/debate/2022-12-13a.1051.0,2022-12-13,126,,174,322,1051,18:00:00
uk.org.publicwhip/debate/2022-12-14b.1192.0,2022-12-14,132,,42,265,1192,18:49:00
uk.org.publicwhip/debate/2022-12-14c.1137.0,2022-12-14,131,,69,188,1137,13:56:00
uk.org.publicwhip/debate/2022-12-14c.1192.0,2022-12-14,132,,42,265,1192,18:49:00
uk.org.publicwhip/debate/2022-12-14c.1201.2,2022-12-14,130,"
Architects
",303,42,1201,19:31:00
uk.org.publicwhip/debate/2023-01-10a.491.2,2023-01-10,134,,14,310,491,16:15:00
uk.org.publicwhip/debate/2023-01-10a.494.0,2023-01-10,135,,308,170,494,16:48:00
uk.org.publicwhip/debate/2023-01-10b.485.1,2023-01-10,133,“(except in relation to additional dwellings)”.—(Abena Oppong-Asare.),184,311,485,16:15:00
uk.org.publicwhip/debate/2023-01-10b.491.2,2023-01-10,134,This new clause would require that an annual report is published on the impact of the Bill on the number of second or subsequent homes in National Parks and Areas of Natural Beauty.,14,310,491,16:15:00
uk.org.publicwhip/debate/2023-01-10b.494.0,2023-01-10,135,,308,170,494,16:48:00
uk.org.publicwhip/debate/2023-01-11a.673.0,2023-01-11,137,,176,296,673,18:50:00
uk.org.publicwhip/debate/2023-01-11e.613.0,2023-01-11,136,,197,303,613,15:19:00
uk.org.publicwhip/debate/2023-01-11e.673.0,2023-01-11,137,,176,296,673,18:50:00
uk.org.publicwhip/debate/2023-01-11e.676.0,2023-01-11,138,,289,0,676,18:50:00
uk.org.publicwhip/debate/2023-01-16a.131.5,2023-01-16,139,,49,482,131,21:48:00
uk.org.publicwhip/debate/2023-01-16a.135.0,2023-01-16,140,,309,249,135,21:48:00
uk.org.publicwhip/debate/2023-01-16a.144.2,2023-01-16,142,,305,49,144,21:48:00
uk.org.publicwhip/debate/2023-01-16b.135.0,2023-01-16,140,,309,249,135,21:48:00
uk.org.publicwhip/debate/2023-01-16b.140.0,2023-01-16,141,,306,252,140,21:48:00
uk.org.publicwhip/debate/2023-01-16f.131.5,2023-01-16,139,,49,482,131,21:48:00
uk.org.publicwhip/debate/2023-01-16f.135.0,2023-01-16,140,,309,249,135,21:48:00
uk.org.publicwhip/debate/2023-01-16f.140.0,2023-01-16,141,Other proceedings,306,252,140,21:48:00
uk.org.publicwhip/debate/2023-01-16f.144.2,2023-01-16,142,"That, for the purposes of any Act resulting from the Strikes (Minimum Service Levels) Bill, it is expedient to authorise the payment out of money provided by Parliament of any expenditure incurred under or by virtue of the Act by the Secretary of State. —(Scott Mann.)",305,49,144,21:48:00
uk.org.publicwhip/debate/2023-01-17a.262.0,2023-01-17,143,,318,71,262,17:23:00
uk.org.publicwhip/debate/2023-01-17a.321.6,2023-01-17,145,,237,316,321,20:13:00
uk.org.publicwhip/debate/2023-01-18a.468.2,2023-01-18,146,,239,297,468,17:45:00
uk.org.publicwhip/debate/2023-01-18a.493.1,2023-01-18,150,,297,238,493,18:54:00
uk.org.publicwhip/debate/2023-01-18b.477.0,2023-01-18,148,,238,301,477,18:07:00
uk.org.publicwhip/debate/2023-01-24c.962.0,2023-01-24,151,"This new clause would disqualify any individual convicted of an offence for a serious breach of the National Minimum Wage Act 1998, such as a deliberate refusal to pay National Minimum Wage, from serving as a company director.",232,296,962,18:15:00
uk.org.publicwhip/debate/2023-01-24c.966.2,2023-01-24,152,This new clause creates an obligation for the Secretary of State to publish a report into the number of Authorised Corporate Service Providers with a head office based outside the United Kingdom and the number of foreign corporate service providers authorised by the regulations set out in new section 1098I(1) of the Companies Act 2006.,234,291,966,18:15:00
uk.org.publicwhip/debate/2023-01-24c.970.2,2023-01-24,153,"This new clause seeks to ensure that existing company registrations contain accurate, up to date information. It also imposes a requirement for the Registrar to update Parliament on the progress of updating the register.",233,290,970,18:15:00
uk.org.publicwhip/debate/2023-01-25a.1095.2,2023-01-25,159,,220,290,1095,17:00:00
uk.org.publicwhip/debate/2023-01-25b.1095.2,2023-01-25,159,,220,290,1095,17:00:00
uk.org.publicwhip/debate/2023-01-25b.1099.2,2023-01-25,160,This new clause would amend the Sanctions and Anti-Money Laundering Act 2018 to ensure that an Order in Council requiring open registers of beneficial ownership in the British Overseas Territories comes into force no later than ,222,289,1099,17:00:00
uk.org.publicwhip/debate/2023-01-25b.1103.2,2023-01-25,161,This new clause would require the Secretary of State to prepare and publish a strategy on the potential establishment of a fund to provide compensation to victims of economic crime.,221,289,1103,17:00:00
uk.org.publicwhip/debate/2023-01-25b.1131.3,2023-01-25,154,"
Environmental Protection
",302,166,1131,18:57:00
uk.org.publicwhip/debate/2023-01-25b.1134.2,2023-01-25,155,"
Environmental Protection
",302,166,1134,18:57:00
uk.org.publicwhip/debate/2023-01-25b.1138.2,2023-01-25,156,"
Agriculture
",300,170,1138,18:57:00
uk.org.publicwhip/debate/2023-01-25b.1141.2,2023-01-25,157,"
Environmental Protection
",301,170,1141,18:57:00
uk.org.publicwhip/debate/2023-01-25b.1145.2,2023-01-25,158,"
Environmental Protection
",301,170,1145,18:57:00
uk.org.publicwhip/debate/2023-01-30a.156.0,2023-01-30,164,,250,317,156,21:45:00
uk.org.publicwhip/debate/2023-01-30a.167.3,2023-01-30,166,,315,246,167,22:59:00
uk.org.publicwhip/debate/2023-01-30b.156.0,2023-01-30,164,,250,317,156,21:45:00
uk.org.publicwhip/debate/2023-01-31a.270.1,2023-01-31,167,,195,309,270,16:23:00
uk.org.publicwhip/debate/2023-01-31a.274.2,2023-01-31,168,,308,1,274,16:23:00
uk.org.publicwhip/debate/2023-01-31b.270.1,2023-01-31,167,,195,309,270,16:23:00
uk.org.publicwhip/debate/2023-01-31b.274.2,2023-01-31,168,,308,1,274,16:23:00
uk.org.publicwhip/debate/2023-01-31b.308.0,2023-01-31,169,,229,305,308,18:45:00
uk.org.publicwhip/debate/2023-02-01a.399.0,2023-02-01,170,,210,271,399,15:30:00
uk.org.publicwhip/debate/2023-02-01b.407.0,2023-02-01,172,,41,285,407,16:05:00
uk.org.publicwhip/debate/2023-02-01c.399.0,2023-02-01,170,"This new clause would ensure that the Bank considers the location and ownership of the businesses and bodies it invests in and only invests in businesses and bodies who create “Good Jobs” plans to improve productivity, pay, jobs and living standards",210,271,399,15:30:00
uk.org.publicwhip/debate/2023-02-01c.403.0,2023-02-01,171,"This amendment would ensure that the Bank’s objective to support regional and local economic growth includes reducing economic inequalities within and between regions and improving productivity, pay, jobs, and living standards. It would also create a third objective for the Bank to support supply chain resilience and the UK’s industrial strategy.",212,269,403,15:30:00
uk.org.publicwhip/debate/2023-02-01c.407.0,2023-02-01,172,"This amendment would require water companies to have a costed, time limited plan, demonstrating they are committed to preventing discharges before they can receive investment from the UKIB.",41,285,407,16:05:00
uk.org.publicwhip/debate/2023-02-21a.194.6,2023-02-21,178,,383,37,194,16:27:00
uk.org.publicwhip/debate/2023-02-21c.194.6,2023-02-21,178,,383,37,194,16:27:00
uk.org.publicwhip/debate/2023-02-28d.710.0,2023-02-28,179,,224,0,710,16:27:00
uk.org.publicwhip/debate/2023-03-01b.854.2,2023-03-01,180,This new clause would require the regulator to ensure that tenants whose safety is threatened are granted alternative accommodation by their housing provider on equivalent terms to their existing tenancy. It also requires the regulator to ensure that a provider which is unable to provide appropriate alternative accommodation co-operates with other providers to do so.,179,273,854,16:15:00
uk.org.publicwhip/debate/2023-03-01b.858.2,2023-03-01,181,"This amendment would include in the regulator’s objective a requirement to report to the Government on the removal of cladding. It would also require the regulator to report to the Government on the adequacy of the stock of social housing, and lay a copy of any such report before Parliament.",180,273,858,16:15:00
uk.org.publicwhip/debate/2023-03-01b.865.2,2023-03-01,182,This amendment would ensure that the regulator is required to carry out regular inspections of every registered provider.,180,276,865,16:15:00
uk.org.publicwhip/debate/2023-03-06d.102.3,2023-03-06,183,,9,281,102,20:00:00
uk.org.publicwhip/debate/2023-03-06d.105.2,2023-03-06,184,"
Clause 2 - Qualifying entitlements:  social security benefits
",154,283,105,20:29:00
uk.org.publicwhip/debate/2023-03-13a.647.0,2023-03-13,191,,312,250,647,21:52:00
uk.org.publicwhip/debate/2023-03-13a.652.0,2023-03-13,192,,312,248,652,21:52:00
uk.org.publicwhip/debate/2023-03-21a.282.6,2023-03-21,195,,321,64,282,18:46:00
uk.org.publicwhip/debate/2023-03-21b.274.0,2023-03-21,194,,330,233,274,18:46:00
uk.org.publicwhip/debate/2023-03-21b.282.6,2023-03-21,195,,321,64,282,18:46:00
uk.org.publicwhip/debate/2023-03-22a.364.0,2023-03-22,197,,515,29,364,14:21:00
uk.org.publicwhip/debate/2023-03-27a.779.2,2023-03-27,199,,244,308,779,22:00:00
uk.org.publicwhip/debate/2023-03-27a.786.2,2023-03-27,200,,67,307,786,22:00:00
uk.org.publicwhip/debate/2023-03-27b.786.2,2023-03-27,200,,67,307,786,22:00:00
uk.org.publicwhip/debate/2023-03-28a.971.6,2023-03-28,204,,302,242,971,19:30:00
uk.org.publicwhip/debate/2023-03-28a.976.4,2023-03-28,205,,248,299,976,20:12:00
uk.org.publicwhip/debate/2023-03-28a.981.2,2023-03-28,206,,249,301,981,20:12:00
uk.org.publicwhip/debate/2023-03-28a.985.2,2023-03-28,207,,248,301,985,20:12:00
uk.org.publicwhip/debate/2023-03-28b.985.2,2023-03-28,207,,248,301,985,20:12:00
uk.org.publicwhip/debate/2023-03-29a.1105.0,2023-03-29,208,,211,289,1105,17:54:00
uk.org.publicwhip/debate/2023-03-29c.1105.0,2023-03-29,208,,211,289,1105,17:54:00
uk.org.publicwhip/debate/2023-04-19a.304.0,2023-04-19,212,,45,292,304,15:30:00
uk.org.publicwhip/debate/2023-04-24b.552.0,2023-04-24,216,,270,200,552,18:15:00
uk.org.publicwhip/debate/2023-04-25b.652.1,2023-04-25,217,,290,188,652,15:58:00
uk.org.publicwhip/debate/2023-04-25b.655.1,2023-04-25,218,,286,0,655,15:58:00
uk.org.publicwhip/debate/2023-04-26b.886.2,2023-04-26,226,,289,230,886,19:09:00
uk.org.publicwhip/debate/2023-05-03c.146.0,2023-05-03,227,,132,252,146,14:15:00
uk.org.publicwhip/debate/2023-05-03c.149.2,2023-05-03,228,"
After Clause 14 - Foreign interference in elections: duties on political parties
",254,134,149,14:15:00
uk.org.publicwhip/debate/2023-05-03c.152.2,2023-05-03,229,"
After Clause 89 - Duty to update the Intelligence and Security Committee of Parliament’s memorandum of understanding
",254,136,152,14:56:00
uk.org.publicwhip/debate/2023-05-03c.164.0,2023-05-03,230,,89,253,164,15:30:00
uk.org.publicwhip/debate/2023-05-16b.766.0,2023-05-16,231,,45,287,766,16:19:00
uk.org.publicwhip/debate/2023-05-16b.769.0,2023-05-16,232,,283,47,769,16:19:00
uk.org.publicwhip/debate/2023-05-16c.766.0,2023-05-16,231,"“full of sound and fury,",45,287,766,16:19:00
uk.org.publicwhip/debate/2023-05-16c.769.0,2023-05-16,232,,283,47,769,16:19:00
uk.org.publicwhip/debate/2023-05-16c.811.1,2023-05-16,233,,57,278,811,18:50:00
uk.org.publicwhip/debate/2023-05-22a.104.0,2023-05-22,235,,288,227,104,20:00:00
uk.org.publicwhip/debate/2023-05-22b.69.3,2023-05-22,234,,168,282,69,18:00:00
uk.org.publicwhip/debate/2023-05-23a.259.0,2023-05-23,240,,171,296,259,18:44:00
uk.org.publicwhip/debate/2023-05-23b.259.0,2023-05-23,240,,171,296,259,18:44:00
uk.org.publicwhip/debate/2023-05-24b.393.2,2023-05-24,243,,294,217,393,18:13:00
uk.org.publicwhip/debate/2023-05-24c.385.0,2023-05-24,241,,296,215,385,17:30:00
uk.org.publicwhip/debate/2023-05-24c.389.2,2023-05-24,242,"
Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
",298,216,389,18:13:00
uk.org.publicwhip/debate/2023-05-24c.393.2,2023-05-24,243,"
After Clause 16 - Environmental protection and food standards
",294,217,393,18:13:00
uk.org.publicwhip/debate/2023-05-24c.397.2,2023-05-24,244,"
Schedule 4 - Regulations: Procedure
",294,217,397,18:13:00
uk.org.publicwhip/debate/2023-06-06a.689.2,2023-06-06,245,,185,40,689,12:49:00
uk.org.publicwhip/debate/2023-06-06c.689.2,2023-06-06,245,That this House:—,185,40,689,12:49:00
uk.org.publicwhip/debate/2023-06-07a.791.6,2023-06-07,246,,185,280,791,15:45:00
uk.org.publicwhip/debate/2023-06-07a.840.0,2023-06-07,248,,166,272,840,18:48:00
uk.org.publicwhip/debate/2023-06-07b.795.0,2023-06-07,247,,278,0,795,15:45:00
uk.org.publicwhip/debate/2023-06-07d.791.6,2023-06-07,246,,185,280,791,15:45:00
uk.org.publicwhip/debate/2023-06-07d.795.0,2023-06-07,247,,278,0,795,15:45:00
uk.org.publicwhip/debate/2023-06-07d.840.0,2023-06-07,248,,166,272,840,18:48:00
uk.org.publicwhip/debate/2023-06-12b.45.0,2023-06-12,249,,269,204,45,16:39:00
uk.org.publicwhip/debate/2023-06-12b.48.2,2023-06-12,250,"
Clause 15 - Parliamentary scrutiny
",269,202,48,16:39:00
uk.org.publicwhip/debate/2023-06-12b.76.0,2023-06-12,251,,277,217,76,18:21:00
uk.org.publicwhip/debate/2023-06-14b.362.0,2023-06-14,257,,43,260,362,16:08:00
uk.org.publicwhip/debate/2023-06-14b.411.3,2023-06-14,256,"
Animals
",284,14,411,19:19:00
uk.org.publicwhip/debate/2023-06-19a.661.2,2023-06-19,258,,354,7,661,21:24:00
uk.org.publicwhip/debate/2023-06-19b.661.2,2023-06-19,258,,354,7,661,21:24:00
uk.org.publicwhip/debate/2023-06-20a.754.0,2023-06-20,259,,202,296,754,15:15:00
uk.org.publicwhip/debate/2023-06-20b.754.0,2023-06-20,259,,202,296,754,15:15:00
uk.org.publicwhip/debate/2023-06-20b.758.5,2023-06-20,260,,192,294,758,15:15:00
uk.org.publicwhip/debate/2023-06-21a.822.0,2023-06-21,263,,280,214,822,13:48:00
uk.org.publicwhip/debate/2023-06-21a.844.0,2023-06-21,265,,275,209,844,15:13:00
uk.org.publicwhip/debate/2023-06-21c.815.0,2023-06-21,261,,283,205,815,13:30:00
uk.org.publicwhip/debate/2023-06-21c.819.0,2023-06-21,262,,277,209,819,13:48:00
uk.org.publicwhip/debate/2023-06-21c.822.0,2023-06-21,263,,280,214,822,13:48:00
uk.org.publicwhip/debate/2023-06-21c.840.0,2023-06-21,264,,277,208,840,14:46:00
uk.org.publicwhip/debate/2023-06-21c.844.0,2023-06-21,265,,275,209,844,15:13:00
uk.org.publicwhip/debate/2023-06-21c.900.3,2023-06-21,266,,183,256,900,18:07:00
uk.org.publicwhip/debate/2023-06-21c.904.0,2023-06-21,267,,262,0,904,18:07:00
uk.org.publicwhip/debate/2023-06-27a.168.1,2023-06-27,272,,34,40,168,13:45:00
uk.org.publicwhip/debate/2023-06-27a.213.0,2023-06-27,274,,283,198,213,16:14:00
uk.org.publicwhip/debate/2023-06-27c.168.1,2023-06-27,272,,34,40,168,13:45:00
uk.org.publicwhip/debate/2023-06-27c.209.1,2023-06-27,273,,213,288,209,16:14:00
uk.org.publicwhip/debate/2023-06-27c.213.0,2023-06-27,274,,283,198,213,16:14:00
uk.org.publicwhip/debate/2023-06-28d.374.0,2023-06-28,276,"(4) The Committee shall have power to consider any amendments proposed by the member in charge of the Bill which, if the Bill were a private bill, could not be made except upon petition for additional provision.",11,379,374,17:55:00
uk.org.publicwhip/debate/2023-06-28d.397.3,2023-06-28,275,"
Education
",373,28,397,19:11:00
uk.org.publicwhip/debate/2023-07-03b.657.0,2023-07-03,277,,212,272,657,21:27:00
uk.org.publicwhip/debate/2023-07-03b.661.0,2023-07-03,278,,268,70,661,21:27:00
uk.org.publicwhip/debate/2023-07-11c.307.0,2023-07-11,293,,295,220,307,17:08:00
uk.org.publicwhip/debate/2023-07-11d.249.0,2023-07-11,279,,303,228,249,16:45:00
uk.org.publicwhip/debate/2023-07-11d.258.0,2023-07-11,281,,299,228,258,17:08:00
uk.org.publicwhip/debate/2023-07-11d.274.0,2023-07-11,285,,299,227,274,17:08:00
uk.org.publicwhip/debate/2023-07-11d.282.2,2023-07-11,287,,300,229,282,17:08:00
uk.org.publicwhip/debate/2023-07-11d.286.2,2023-07-11,288,,294,228,286,17:08:00
uk.org.publicwhip/debate/2023-07-12c.467.3,2023-07-12,297,,395,5,467,19:27:00
uk.org.publicwhip/debate/2023-07-17a.684.2,2023-07-17,301,,289,220,684,18:40:00
uk.org.publicwhip/debate/2023-07-17d.672.0,2023-07-17,298,,298,213,672,18:15:00
uk.org.publicwhip/debate/2023-07-17d.676.2,2023-07-17,299,"
Clause 4 - Disregard of certain claims, applications etc
",307,208,676,18:40:00
uk.org.publicwhip/debate/2023-07-17d.680.2,2023-07-17,300,"
After Clause 6 - Restrictions on removal destinations: LGBT and other persons
",300,212,680,18:40:00
uk.org.publicwhip/debate/2023-07-17d.684.2,2023-07-17,301,"
Clause 10 - Powers of detention
",289,220,684,18:40:00
uk.org.publicwhip/debate/2023-07-17d.688.0,2023-07-17,302,,300,208,688,18:40:00
uk.org.publicwhip/debate/2023-07-17d.692.2,2023-07-17,303,"
Clause 21 - Provisions relating to removal and leave
",282,227,692,18:40:00
uk.org.publicwhip/debate/2023-07-17d.696.2,2023-07-17,304,"
After Clause 58 - Duty to establish safe and legal routes
",284,226,696,18:40:00
uk.org.publicwhip/debate/2023-07-17d.700.2,2023-07-17,305,"
After Clause 60 - Organised immigration crime enforcement
",297,214,700,18:40:00
uk.org.publicwhip/debate/2023-07-17d.704.3,2023-07-17,306,"
After Clause 60 - Ten-year strategy on refugees and human trafficking
",292,215,704,18:40:00
uk.org.publicwhip/debate/2023-07-17d.722.0,2023-07-17,307,,302,205,722,20:45:00
uk.org.publicwhip/debate/2023-09-04a.119.0,2023-09-04,310,,295,205,119,21:00:00
uk.org.publicwhip/debate/2023-09-04a.131.0,2023-09-04,313,,291,209,131,21:00:00
uk.org.publicwhip/debate/2023-09-04c.119.0,2023-09-04,310,,295,205,119,21:00:00
uk.org.publicwhip/debate/2023-09-04c.123.2,2023-09-04,311,"
After Clause 180 - Failure to prevent fraud
",297,209,123,21:00:00
uk.org.publicwhip/debate/2023-09-04c.127.0,2023-09-04,312,,294,206,127,21:00:00
uk.org.publicwhip/debate/2023-09-04c.131.0,2023-09-04,313,"
After Clause 180 - Failure to prevent fraud and money laundering
",291,209,131,21:00:00
uk.org.publicwhip/debate/2023-09-04c.135.0,2023-09-04,314,"
After Clause 187 - Civil recovery: costs of proceedings
",292,206,135,21:58:00
uk.org.publicwhip/debate/2023-09-12b.873.0,2023-09-12,324,,278,148,873,18:28:00
uk.org.publicwhip/debate/2023-10-17a.267.2,2023-10-17,338,,303,152,267,17:05:00
uk.org.publicwhip/debate/2023-10-17a.270.2,2023-10-17,339,,299,148,270,17:05:00
uk.org.publicwhip/debate/2023-10-17a.274.2,2023-10-17,340,,304,12,274,17:05:00
uk.org.publicwhip/debate/2023-10-17a.277.2,2023-10-17,341,,295,143,277,17:05:00
uk.org.publicwhip/debate/2023-10-17a.280.2,2023-10-17,342,,291,139,280,17:05:00
uk.org.publicwhip/debate/2023-10-17a.284.2,2023-10-17,343,,289,136,284,17:05:00
uk.org.publicwhip/debate/2023-10-17a.287.2,2023-10-17,344,,285,132,287,17:05:00
uk.org.publicwhip/debate/2023-10-17a.290.2,2023-10-17,345,,286,131,290,17:05:00
uk.org.publicwhip/debate/2023-10-18a.362.0,2023-10-18,346,,293,181,362,14:45:00
uk.org.publicwhip/debate/2023-10-25a.925.0,2023-10-25,353,,197,276,925,17:49:00
uk.org.publicwhip/debate/2023-11-15b.754.0,2023-11-15,2,,183,290,754,18:51:00
uk.org.publicwhip/debate/2023-11-15b.757.0,2023-11-15,3,"“but respectfully regret that the Gracious Speech fails to include measures that would require the Government to uphold international law and protect all civilians in Israel and Palestine; unequivocally condemn the horrific killings by Hamas and the taking of hostages; reaffirm that there must be an end to the collective punishment of the Palestinian people; call for the urgent release of all hostages and an end to the siege of Gaza to allow vital supplies of food, fuel, medicine and water to reach the civilian population; note the growing calls for an immediate humanitarian ceasefire from the United Nations and its aid agencies; and therefore call on the Government to join with the international community in urgently pressing all parties to agree to an immediate ceasefire.”—(Stephen Flynn.)",125,293,757,18:51:00
uk.org.publicwhip/debate/2023-11-15b.761.0,2023-11-15,4,"“but respectfully regret that the Gracious Speech does not include measures to tackle the cost of living crisis, address food price inflation, reach net zero or support households with mortgage payments and energy bills, fails to establish an industrial strategy to facilitate economic certainty and boost growth, does not include measures to address the crises in the NHS and social care, does not include provision for 40 new hospitals, fails to include a two month cancer treatment guarantee or commitment to improve ambulance, dentist and GP waiting times, fails to introduce measures to stop the pumping of sewage into waterways or introduce a new tougher water regulator to hold water companies to account, provides no extra support to farmers transitioning to nature-friendly farming, neglects backlogs in the overwhelmed asylum and court systems, fails to restore community policing to protect neighbourhoods, fails to tackle the education attainment gap which has grown since the pandemic or issues including crumbling schools, mental health support, improving teacher recruitment, retention, and SEND provision, fails to include steps to fix the UK’s broken relationship with Europe, which is harming businesses, farmers and fishers, and ignores standards in public life, which have been eroded under this Government.”—(Ed Davey.)",25,303,761,18:51:00
uk.org.publicwhip/debate/2023-11-20b.145.2,2023-11-20,8,,209,281,145,21:10:00
uk.org.publicwhip/debate/2023-11-20c.82.2,2023-11-20,5,This amendment would ensure that the CMA considers any significant benefits to users resulting from the breach of a Conduct Requirement when it is considering representations from designated undertakings as part of a Conduct Investigation.,196,275,82,18:30:00
uk.org.publicwhip/debate/2023-11-20c.85.2,2023-11-20,6,"
Clause 29 - Countervailing benefits exemption
",197,278,85,18:30:00
uk.org.publicwhip/debate/2023-11-20c.141.0,2023-11-20,7,"This new clause would allow the consumer to opt-out of their subscription auto-renewing every six months, or if the period between payments is longer than six months, before every payment. If the consumer does not opt-in to auto-renewal, they would be required to notify the trader manually about renewing.",210,280,141,20:30:00
uk.org.publicwhip/debate/2023-11-20c.145.2,2023-11-20,8,"This new clause would introduce an option for the consumer to opt-out of their subscription auto-renewing after their free or discounted trial. Otherwise, they would have to notify the trader manually about the subscription continuing. It also introduces an option for the consumer to opt-out of their subscription auto-renewing.",209,281,145,21:10:00
uk.org.publicwhip/debate/2023-11-28b.794.5,2023-11-28,9,"
Trade Union and Labour Relations
",280,199,794,18:11:00
uk.org.publicwhip/debate/2023-11-28b.797.2,2023-11-28,10,"
Trade unions
",285,203,797,18:11:00
uk.org.publicwhip/debate/2023-11-28b.801.0,2023-11-28,11,"That the draft Strikes (Minimum Service Levels: Passenger Railway Services) Regulations 2023, which were laid before this House on ",281,201,801,18:11:00
uk.org.publicwhip/debate/2023-12-04d.145.2,2023-12-04,21,,27,267,145,21:00:00
uk.org.publicwhip/debate/2023-12-04d.148.0,2023-12-04,22,"This new clause would require public authorities and public servants and officials to act in the public interest and with transparency, candour and frankness when carrying out their duties in relation to major incidents.",193,279,148,21:00:00
uk.org.publicwhip/debate/2023-12-04d.152.2,2023-12-04,23,,246,242,152,21:00:00
uk.org.publicwhip/debate/2023-12-04d.156.2,2023-12-04,24,This amendment would include victims of anti-social behaviour in the definition of a victim.,190,277,156,21:00:00
uk.org.publicwhip/debate/2023-12-04d.173.8,2023-12-04,25,"
Climate Change
",381,37,173,21:57:00
uk.org.publicwhip/debate/2023-12-13c.954.0,2023-12-13,32,,46,296,954,15:47:00
uk.org.publicwhip/debate/2023-12-13c.957.0,2023-12-13,33,,291,54,957,15:47:00
uk.org.publicwhip/debate/2023-12-13c.973.3,2023-12-13,29,"
Representation of People (Northern Ireland)
",325,154,973,17:09:00
uk.org.publicwhip/debate/2023-12-13c.976.2,2023-12-13,30,"
Retained EU Law Reform
",464,11,976,17:09:00
uk.org.publicwhip/debate/2023-12-13c.980.2,2023-12-13,31,"
Police
",324,186,980,17:09:00
uk.org.publicwhip/debate/2024-01-09a.265.0,2024-01-09,35,,228,304,265,18:53:00
uk.org.publicwhip/debate/2024-01-16a.776.0,2024-01-16,47,,68,529,776,17:30:00
uk.org.publicwhip/debate/2024-01-16a.781.0,2024-01-16,48,,331,262,781,17:30:00
uk.org.publicwhip/debate/2024-01-16a.786.2,2024-01-16,49,,58,525,786,17:30:00
uk.org.publicwhip/debate/2024-01-16a.794.0,2024-01-16,51,,262,336,794,17:30:00
uk.org.publicwhip/debate/2024-01-16c.786.2,2024-01-16,49,,58,525,786,17:30:00
uk.org.publicwhip/debate/2024-01-17a.934.4,2024-01-17,54,,339,264,934,18:54:00
uk.org.publicwhip/debate/2024-01-17a.939.2,2024-01-17,55,,65,536,939,18:54:00
uk.org.publicwhip/debate/2024-01-17a.943.0,2024-01-17,56,,340,263,943,18:54:00
uk.org.publicwhip/debate/2024-01-17a.948.2,2024-01-17,57,,263,339,948,18:54:00
uk.org.publicwhip/debate/2024-01-17a.953.0,2024-01-17,58,,340,264,953,18:54:00
uk.org.publicwhip/debate/2024-01-17a.958.0,2024-01-17,59,,264,338,958,18:54:00
uk.org.publicwhip/debate/2024-01-17a.980.0,2024-01-17,60,,320,276,980,21:14:00
uk.org.publicwhip/debate/2024-01-31d.924.2,2024-01-31,69,,273,190,924,15:52:00
uk.org.publicwhip/debate/2024-01-31d.950.0,2024-01-31,70,"
Employment
",265,185,950,17:30:00
uk.org.publicwhip/debate/2024-02-27a.290.2,2024-02-27,84,,170,299,290,18:00:00
uk.org.publicwhip/debate/2024-03-14d.536.5,2024-03-14,96,"(3) the sum authorised for issue out of the Consolidated Fund be reduced by £912,367,000.",36,220,536,17:00:00
uk.org.publicwhip/debate/2024-03-14d.539.11,2024-03-14,97,,218,35,539,17:00:00
uk.org.publicwhip/debate/2024-03-18a.728.0,2024-03-18,98,,328,250,728,19:45:00
uk.org.publicwhip/debate/2024-03-18a.736.0,2024-03-18,100,,324,253,736,20:13:00
uk.org.publicwhip/debate/2024-03-18a.741.2,2024-03-18,101,,321,252,741,20:13:00
uk.org.publicwhip/debate/2024-03-18a.750.0,2024-03-18,103,,324,251,750,20:13:00
uk.org.publicwhip/debate/2024-03-18a.754.2,2024-03-18,104,,320,250,754,20:13:00
uk.org.publicwhip/debate/2024-03-18a.758.3,2024-03-18,105,,318,255,758,20:13:00
uk.org.publicwhip/debate/2024-03-18a.763.0,2024-03-18,106,,320,251,763,20:13:00
uk.org.publicwhip/debate/2024-03-18a.767.0,2024-03-18,107,,312,255,767,20:13:00
uk.org.publicwhip/debate/2024-04-17d.355.2,2024-04-17,124,,306,240,355,15:15:00
uk.org.publicwhip/debate/2024-04-17d.360.0,2024-04-17,125,,306,240,360,15:43:00
uk.org.publicwhip/debate/2024-04-17d.364.2,2024-04-17,126,"
Clause 4 - Decisions in individual claims
",310,240,364,15:43:00
uk.org.publicwhip/debate/2024-04-17d.368.2,2024-04-17,127,"
After Clause 5 - Exemption for agents, allies and employees of the UK Overseas
",302,244,368,15:43:00
uk.org.publicwhip/debate/2024-04-17d.404.0,2024-04-17,128,,42,296,404,18:12:00
uk.org.publicwhip/debate/2024-04-17d.406.0,2024-04-17,129,,296,49,406,18:12:00
uk.org.publicwhip/debate/2024-04-22c.681.1,2024-04-22,130,,306,229,681,17:00:00
