gid,date,div_number,motion_text,ayes,noes,colnum,time
uk.org.publicwhip/debate/2021-04-21b.1063.2,2021-04-21,270,"
After Clause 12 - Restrictions on time limits: actions brought against the Crown by service personnel
",357,268,1063,16:40:00
uk.org.publicwhip/debate/2021-04-21b.1068.2,2021-04-21,271,"
Duty Of Care To Service Personnel
",357,266,1068,16:40:00
uk.org.publicwhip/debate/2021-04-26d.110.0,2021-04-26,272,,355,271,110,20:45:00
uk.org.publicwhip/debate/2021-04-26d.131.0,2021-04-26,273,,352,219,131,22:00:00
uk.org.publicwhip/debate/2021-04-26d.136.2,2021-04-26,274,"
After Clause 72 - Victims of domestic abuse: data-sharing for immigration purposes
",350,270,136,22:19:00
uk.org.publicwhip/debate/2021-04-26d.140.2,2021-04-26,275,"
Recourse to public funds for duration of pilot scheme
",352,270,140,22:19:00
uk.org.publicwhip/debate/2021-04-26d.145.2,2021-04-26,276,"
Before Clause 69 - identification, monitoring and management of serial domestic abuse and stalking perpetrators
",351,227,145,22:19:00
uk.org.publicwhip/debate/2021-04-26d.167.4,2021-04-26,277,"
Clause 61 - Annual Report
",366,260,167,23:30:00
uk.org.publicwhip/debate/2021-04-27a.280.0,2021-04-27,278,,320,256,280,15:15:00
uk.org.publicwhip/debate/2021-04-27b.326.7,2021-04-27,280,,431,89,326,17:53:00
uk.org.publicwhip/debate/2021-04-27c.280.0,2021-04-27,278,,320,256,280,15:15:00
uk.org.publicwhip/debate/2021-04-27c.301.2,2021-04-27,279,"
After Clause 12 - Duty of care to service personnel
",357,267,301,16:15:00
uk.org.publicwhip/debate/2021-04-27c.326.7,2021-04-27,280,"
Health and Personal Social Services
",431,89,326,17:53:00
uk.org.publicwhip/debate/2021-04-28c.407.2,2021-04-28,281,,322,256,407,14:30:00
uk.org.publicwhip/debate/2021-04-28c.439.1,2021-04-28,282,,270,358,439,16:32:00
uk.org.publicwhip/debate/2021-04-28c.448.0,2021-04-28,283,,358,269,448,16:44:00
uk.org.publicwhip/debate/2021-05-18b.647.0,2021-05-18,1,,220,358,647,18:49:00
uk.org.publicwhip/debate/2021-05-19d.802.0,2021-05-19,2,,264,367,802,18:44:00
uk.org.publicwhip/debate/2021-05-19d.807.0,2021-05-19,3,"“but respectfully regret that the Gracious Speech fails to include bills that protect workers’ rights, reform social care in England, or deliver a fair pay rise for NHS staff; further believe that the Procurement Bill proposals will undermine devolution; regret that the Gracious Speech does not contain provision to make the £20 Universal Credit uplift permanent, end the freeze of social security benefits or scrap the two-child limit and so-called rape clause attached to child credits; and reject the Government’s proposals for immigration reform, voter ID and policing which will place disproportionate restrictions on people’s human rights.”—(Owen Thompson.)",265,367,807,18:44:00
uk.org.publicwhip/debate/2021-05-19d.812.0,2021-05-19,4,"“but respectfully regret that measures to create a requirement for the Government to act when the Courts find that Government policy creates an incompatibility with the human rights of a UK citizen were not included in the Gracious Speech; recognise as a result of not addressing rulings made by the courts on these issues children who have lost a mother or father but whose parents were not married, and vulnerable victims of domestic violence who have been required to pay the bedroom tax because they have a sanctuary room, have been discriminated against; note that these rulings were made in 2018, 2019 and 2020 so that there has been ample time for the Government to address those rulings; further note that if the Government ignores the decisions made by Courts on the rights of UK citizens this undermines the integrity of the judicial and democratic process; and call on the Government to bring forward measures to fully remedy those incompatibilities within three months.”—(Stella Creasy.)",265,366,812,18:44:00
uk.org.publicwhip/debate/2021-05-19d.817.0,2021-05-19,5,,367,264,817,18:44:00
uk.org.publicwhip/debate/2021-05-24a.107.0,2021-05-24,8,,268,357,107,20:15:00
uk.org.publicwhip/debate/2021-05-24b.86.0,2021-05-24,6,,261,364,86,19:15:00
uk.org.publicwhip/debate/2021-05-24b.91.2,2021-05-24,7,"
Clause 9 - Super-deductions and other temporary first-year allowances
",268,357,91,19:15:00
uk.org.publicwhip/debate/2021-05-24b.107.0,2021-05-24,8,,268,357,107,20:15:00
uk.org.publicwhip/debate/2021-05-24b.145.0,2021-05-24,9,"‘(1) The Chancellor of the Exchequer must review the impact of section 88 and schedule 16 of this Act on tax revenues, residential property prices, affordability of residential property, and the volume of property purchases by non-residents, and lay a report of that review before the House of Commons within six months of the passing of this Act and once a year thereafter.",218,358,145,21:45:00
uk.org.publicwhip/debate/2021-05-24b.153.0,2021-05-24,10,This new clause would require a report comparing the effect of (a) the coronavirus job retention scheme and the self-employment income support scheme being continued until ,261,365,153,21:45:00
uk.org.publicwhip/debate/2021-05-24b.195.1,2021-05-24,11,,365,261,195,22:28:00
uk.org.publicwhip/debate/2021-05-25a.315.0,2021-05-25,13,,263,363,315,16:30:00
uk.org.publicwhip/debate/2021-05-25a.320.0,2021-05-25,14,,271,357,320,16:30:00
uk.org.publicwhip/debate/2021-05-25b.310.0,2021-05-25,12,,263,365,310,16:30:00
uk.org.publicwhip/debate/2021-05-25b.315.0,2021-05-25,13,(d) any reasons for making an urgent enforcement direction that are withheld by the Secretary of State in the interests of national security in the accordance with section 105Z22(5) of the Communications Act 2003; and,263,363,315,16:30:00
uk.org.publicwhip/debate/2021-05-25b.320.0,2021-05-25,14,"This new clause requires the Secretary of State to report on the impact of the Government’s diversification strategy on the security of telecommunication networks and services, and allow for a debate in the House of Commons on the report.",271,357,320,16:30:00
uk.org.publicwhip/debate/2021-05-26b.432.0,2021-05-26,15,(6) The Government must publish a revised Tree Strategy for England within the period of 10 years beginning with the day on which the strategy or its most recent revision was published.” —(Ruth Jones.),217,352,432,15:40:00
uk.org.publicwhip/debate/2021-05-26b.436.2,2021-05-26,16,"This amendment would require public authorities to exercise relevant functions in accordance with Local Nature Recovery Strategies. This would ensure that decisions that affect the natural environment such as planning decisions, net gain habitat enhancements and targeted investment in environmental land management are informed by the Strategies.",210,359,436,15:40:00
uk.org.publicwhip/debate/2021-05-26b.464.1,2021-05-26,17,,216,357,464,17:15:00
uk.org.publicwhip/debate/2021-05-26b.469.2,2021-05-26,18,(2) In this section—,208,360,469,17:15:00
uk.org.publicwhip/debate/2021-06-07a.752.0,2021-06-07,20,,263,364,752,20:15:00
uk.org.publicwhip/debate/2021-06-07a.757.2,2021-06-07,21,,263,364,757,20:15:00
uk.org.publicwhip/debate/2021-06-07c.747.1,2021-06-07,19,This amendment sets the primary mission for ARIA to support the development of technologies and research that support the UK’s transition to net zero carbon emissions or reduce the harmful effects of climate change.,263,364,747,20:15:00
uk.org.publicwhip/debate/2021-06-07c.752.0,2021-06-07,20,"This amendment would require ARIA to consider its core mission in exercising its functions. For the ten years following the Act passing, that core mission would be supporting the achievement of Net Zero. Thereafter, its mission will be established by statutory instrument subject to the draft affirmative procedure.",263,364,752,20:15:00
uk.org.publicwhip/debate/2021-06-07c.757.2,2021-06-07,21,,263,364,757,20:15:00
uk.org.publicwhip/debate/2021-06-09c.1013.0,2021-06-09,23,"“There’s going to be more coming down the track, but don’t forget this is a huge amount we are spending.”",224,0,1013,15:49:00
uk.org.publicwhip/debate/2021-06-09c.1060.0,2021-06-09,24,,223,0,1060,18:40:00
uk.org.publicwhip/debate/2021-06-09c.1092.3,2021-06-09,22,"That, from ",369,2,1092,19:37:00
uk.org.publicwhip/debate/2021-06-15d.182.0,2021-06-15,25,,224,355,182,15:54:00
uk.org.publicwhip/debate/2021-06-15d.231.0,2021-06-15,26,,256,363,231,18:40:00
uk.org.publicwhip/debate/2021-06-16a.393.2,2021-06-16,29,,588,25,393,18:51:00
uk.org.publicwhip/debate/2021-06-16b.393.2,2021-06-16,29,,588,25,393,18:51:00
uk.org.publicwhip/debate/2021-06-16c.389.0,2021-06-16,28,,461,60,389,18:51:00
uk.org.publicwhip/debate/2021-06-16c.393.2,2021-06-16,29,and,588,25,393,18:51:00
uk.org.publicwhip/debate/2021-06-16c.425.3,2021-06-16,27,"
CLIMATE CHANGE
",363,263,425,19:38:00
uk.org.publicwhip/debate/2021-06-21a.706.2,2021-06-21,31,,271,355,706,21:50:00
uk.org.publicwhip/debate/2021-06-21d.664.0,2021-06-21,30,,231,0,664,19:19:00
uk.org.publicwhip/debate/2021-06-21d.706.2,2021-06-21,31,,271,355,706,21:50:00
uk.org.publicwhip/debate/2021-06-23b.931.2,2021-06-23,33,"
Clause 8 - Reserve forces: flexibility of commitments
",271,355,931,17:00:00
uk.org.publicwhip/debate/2021-06-23b.936.0,2021-06-23,34,See the explanatory statement for Amendment 39.,273,354,936,17:00:00
uk.org.publicwhip/debate/2021-06-23b.945.2,2021-06-23,35,(1) The Immigration Act 2014 is amended as follows.,272,355,945,17:00:00
uk.org.publicwhip/debate/2021-06-23b.983.3,2021-06-23,32,,567,3,983,18:14:00
uk.org.publicwhip/debate/2021-07-05a.624.2,2021-07-05,39,,265,358,624,18:30:00
uk.org.publicwhip/debate/2021-07-05a.681.0,2021-07-05,41,,229,355,681,21:00:00
uk.org.publicwhip/debate/2021-07-05c.610.0,2021-07-05,36,,233,350,610,18:30:00
uk.org.publicwhip/debate/2021-07-05c.615.0,2021-07-05,37,"(3) The Secretary of State must, before the end of the period of 9 months beginning with the day on which this Act comes into force, lay before Parliament a report on the review, including any proposals for legislative change.—(Anne McLaughlin.)",81,358,615,18:30:00
uk.org.publicwhip/debate/2021-07-05c.619.8,2021-07-05,38,"
Clause 55 - Imposing conditions on public processions
",273,354,619,18:30:00
uk.org.publicwhip/debate/2021-07-05c.624.2,2021-07-05,39,"
Clause 62 - Offence relating to residing on land without consent in or with a vehicle
",265,358,624,18:30:00
uk.org.publicwhip/debate/2021-07-05c.676.2,2021-07-05,40,"This new clause would require the Secretary of State to issue an assessment of the impact of the Bill on devolved policy and services in Wales within six months of it passing, and to issue such an assessment of any further changes to regulations under the Bill within one month of making them.",220,366,676,21:00:00
uk.org.publicwhip/debate/2021-07-05c.681.0,2021-07-05,41,This new clause creates a statutory minimum sentence for rape of 7 years. A court must impose at least the statutory minimum unless it is of the opinion there are exceptional circumstances relating to the offence or to the offender which justify not doing so.,229,355,681,21:00:00
uk.org.publicwhip/debate/2021-07-05c.685.2,2021-07-05,42,"This new clause would bring section 28 of the Youth Justice and Criminal Evidence Act 1999, which provides for the cross-examination of vulnerable witnesses to be recorded rather than undertaken in court, fully into force for victims of sexual offences and modern slavery offences.",227,356,685,21:00:00
uk.org.publicwhip/debate/2021-07-05c.690.4,2021-07-05,43,,232,354,690,21:00:00
uk.org.publicwhip/debate/2021-07-05c.702.0,2021-07-05,44,,365,265,702,21:57:00
uk.org.publicwhip/debate/2021-07-06c.852.1,2021-07-06,45,,367,65,852,18:32:00
uk.org.publicwhip/debate/2021-07-07b.965.1,2021-07-07,46,,263,365,965,16:08:00
uk.org.publicwhip/debate/2021-07-07b.1017.0,2021-07-07,47,,54,365,1017,18:51:00
uk.org.publicwhip/debate/2021-07-12c.121.0,2021-07-12,48,"“I disapprove of what you say, but I will defend to the death your right to say it.”",216,367,121,21:39:00
uk.org.publicwhip/debate/2021-07-13a.294.2,2021-07-13,53,,319,246,294,19:11:00
uk.org.publicwhip/debate/2021-07-13c.224.0,2021-07-13,49,"“Charity is patient, is kind.”",333,298,224,15:51:00
uk.org.publicwhip/debate/2021-07-13c.252.3,2021-07-13,50,This new clause would require the government to conduct a formal review of the standards of mental health care available for serving personnel,272,361,252,17:15:00
uk.org.publicwhip/debate/2021-07-13c.257.2,2021-07-13,51,"‘guidance under subsection (3)(a) must provide for charges of murder, manslaughter, domestic violence, child abuse and rape to require specific consent by the Attorney General to be tried in court martial when the offences are alleged to have been committed in the United Kingdom, and",274,360,257,17:15:00
uk.org.publicwhip/debate/2021-07-13c.262.2,2021-07-13,52,"This amendment would require the Secretary of State to set out how powers in the Bill could be used to widen its scope to address all matters of potential disadvantage for service personnel under the Armed Forces Covenant including employment, pensions, compensation, social care, criminal justice and immigration.",272,358,262,17:15:00
uk.org.publicwhip/debate/2021-07-13c.294.2,2021-07-13,53,,319,246,294,19:11:00
uk.org.publicwhip/debate/2021-07-14a.476.0,2021-07-14,55,,218,359,476,18:51:00
uk.org.publicwhip/debate/2021-07-14c.422.0,2021-07-14,54,,219,0,422,15:38:00
uk.org.publicwhip/debate/2021-07-14c.476.0,2021-07-14,55,,218,359,476,18:51:00
uk.org.publicwhip/debate/2021-07-14c.480.0,2021-07-14,56,,356,219,480,18:51:00
uk.org.publicwhip/debate/2021-07-20a.917.1,2021-07-20,57,,265,359,917,18:47:00
uk.org.publicwhip/debate/2021-07-20b.917.1,2021-07-20,57,,265,359,917,18:47:00
uk.org.publicwhip/debate/2021-07-20b.921.0,2021-07-20,58,,366,265,921,18:47:00
uk.org.publicwhip/debate/2021-09-06d.93.3,2021-09-06,59,"This new clause would quadruple the employment allowance from £4,000 to £16,000 for two years. At the end of the period, the Chancellor of the Exchequer would be required to assess its effects and would be able to seek parliamentary approval for the policy to continue for up to a further two years.",15,309,93,19:30:00
uk.org.publicwhip/debate/2021-09-07a.271.0,2021-09-07,61,,327,228,271,18:50:00
uk.org.publicwhip/debate/2021-09-07c.266.0,2021-09-07,60,,230,329,266,18:50:00
uk.org.publicwhip/debate/2021-09-07c.271.0,2021-09-07,61,,327,228,271,18:50:00
uk.org.publicwhip/debate/2021-09-08a.415.0,2021-09-08,62,,243,335,415,19:00:00
uk.org.publicwhip/debate/2021-09-08a.419.0,2021-09-08,63,,319,248,419,19:00:00
uk.org.publicwhip/debate/2021-09-08b.415.0,2021-09-08,62,"(2) The condition in this paragraph is that the Chancellor of the Exchequer has, no later than ",243,335,415,19:00:00
uk.org.publicwhip/debate/2021-09-08b.419.0,2021-09-08,63,,319,248,419,19:00:00
uk.org.publicwhip/debate/2021-09-10a.559.5,2021-09-10,64,,1,43,559,
uk.org.publicwhip/debate/2021-09-13c.714.1,2021-09-13,65,,192,323,714,18:12:00
uk.org.publicwhip/debate/2021-09-13c.751.2,2021-09-13,66,"
Clause 2 - Revival of prerogative powers to dissolve Parliament and to call a new Parliament
",316,162,751,20:15:00
uk.org.publicwhip/debate/2021-09-13c.756.1,2021-09-13,67,,312,55,756,20:44:00
uk.org.publicwhip/debate/2021-09-14a.887.0,2021-09-14,68,,249,327,887,16:53:00
uk.org.publicwhip/debate/2021-09-14a.891.0,2021-09-14,69,,317,256,891,16:53:00
uk.org.publicwhip/debate/2021-09-14a.932.2,2021-09-14,71,,236,320,932,19:15:00
uk.org.publicwhip/debate/2021-09-14a.936.2,2021-09-14,72,,240,320,936,19:15:00
uk.org.publicwhip/debate/2021-09-14c.891.0,2021-09-14,69,,317,256,891,16:53:00
uk.org.publicwhip/debate/2021-09-14d.887.0,2021-09-14,68,,249,327,887,16:53:00
uk.org.publicwhip/debate/2021-09-14d.891.0,2021-09-14,69,,317,256,891,16:53:00
uk.org.publicwhip/debate/2021-09-14d.929.2,2021-09-14,70,"
Clause 2 - Destination of proceeds of health and social care levy
",56,324,929,19:15:00
uk.org.publicwhip/debate/2021-09-14d.932.2,2021-09-14,71,This new clause would require the Chancellor to report to the House on the impact of the Act on tax revenue derived from different sources of income.,236,320,932,19:15:00
uk.org.publicwhip/debate/2021-09-14d.936.2,2021-09-14,72,This new clause would require the Chancellor to report to the House on the equality impact of the Act.,240,320,936,19:15:00
uk.org.publicwhip/debate/2021-09-14d.943.0,2021-09-14,73,,307,251,943,20:12:00
uk.org.publicwhip/debate/2021-09-15a.1043.0,2021-09-15,74,,253,0,1043,16:21:00
uk.org.publicwhip/debate/2021-09-15a.1086.1,2021-09-15,75,,222,292,1086,18:55:00
uk.org.publicwhip/debate/2021-09-15b.1086.1,2021-09-15,75,,222,292,1086,18:55:00
uk.org.publicwhip/debate/2021-09-15c.1043.0,2021-09-15,74,,253,0,1043,16:21:00
uk.org.publicwhip/debate/2021-09-15c.1086.1,2021-09-15,75,,222,292,1086,18:55:00
uk.org.publicwhip/debate/2021-09-20a.87.7,2021-09-20,76,,59,303,87,18:55:00
uk.org.publicwhip/debate/2021-09-20a.99.3,2021-09-20,78,,58,304,99,19:45:00
uk.org.publicwhip/debate/2021-09-20a.103.1,2021-09-20,79,,303,52,103,20:03:00
uk.org.publicwhip/debate/2021-09-20a.115.1,2021-09-20,80,,309,186,115,20:46:00
uk.org.publicwhip/debate/2021-09-20b.87.7,2021-09-20,76,,59,303,87,18:55:00
uk.org.publicwhip/debate/2021-09-20b.90.0,2021-09-20,77,,300,55,90,18:55:00
uk.org.publicwhip/debate/2021-09-20b.99.3,2021-09-20,78,"This new clause would require the Secretary of State to lay before Parliament an assessment of the impact of the uprating next year by price inflation instead of earnings growth on levels of pensioner poverty in Scotland, Wales and England (the Bill does not extend to Northern Ireland).",58,304,99,19:45:00
uk.org.publicwhip/debate/2021-09-20b.103.1,2021-09-20,79,,303,52,103,20:03:00
uk.org.publicwhip/debate/2021-09-20b.115.1,2021-09-20,80,,309,186,115,20:46:00
uk.org.publicwhip/debate/2021-09-21a.254.1,2021-09-21,81,,222,300,254,18:44:00
uk.org.publicwhip/debate/2021-09-21b.254.1,2021-09-21,81,,222,300,254,18:44:00
uk.org.publicwhip/debate/2021-09-21c.254.1,2021-09-21,81,,222,300,254,18:44:00
uk.org.publicwhip/debate/2021-09-22b.326.0,2021-09-22,82,,52,292,326,14:45:00
uk.org.publicwhip/debate/2021-10-19a.644.0,2021-10-19,84,,213,297,644,14:41:00
uk.org.publicwhip/debate/2021-10-19a.723.0,2021-10-19,85,,215,298,723,19:18:00
uk.org.publicwhip/debate/2021-10-20c.825.0,2021-10-20,86,"
Clause 2 - Environmental targets: particulate matter
",307,185,825,16:15:00
uk.org.publicwhip/debate/2021-10-20c.828.3,2021-10-20,87,"
Clause 4 - Environmental targets: effect
",305,179,828,16:46:00
uk.org.publicwhip/debate/2021-10-20c.832.2,2021-10-20,88,"
Clause 18 - Policy statement on environmental principles
",309,185,832,16:46:00
uk.org.publicwhip/debate/2021-10-20c.836.2,2021-10-20,89,"
Clause 24 - Guidance on the OEP’s enforcement policy and functions
",307,180,836,16:46:00
uk.org.publicwhip/debate/2021-10-20c.866.0,2021-10-20,90,,297,182,866,19:00:00
uk.org.publicwhip/debate/2021-10-20c.869.2,2021-10-20,91,"
After Clause 78 - Storm overflows
",268,204,869,19:00:00
uk.org.publicwhip/debate/2021-10-20c.873.2,2021-10-20,92,"
After Clause 106 - Habitats Regulations: limits on powers to amend
",291,174,873,19:00:00
uk.org.publicwhip/debate/2021-10-20c.877.0,2021-10-20,93,,290,179,877,19:00:00
uk.org.publicwhip/debate/2021-10-22a.1097.5,2021-10-22,95,,188,251,1097,13:14:00
uk.org.publicwhip/debate/2021-10-22b.1039.4,2021-10-22,94,,3,336,1039,
uk.org.publicwhip/debate/2021-10-22b.1097.5,2021-10-22,95,,188,251,1097,13:14:00
uk.org.publicwhip/debate/2021-10-26c.236.0,2021-10-26,96,,321,220,236,17:49:00
uk.org.publicwhip/debate/2021-11-03b.968.2,2021-11-03,100,,248,221,968,15:15:00
uk.org.publicwhip/debate/2021-11-03c.964.1,2021-11-03,99,,250,232,964,15:15:00
uk.org.publicwhip/debate/2021-11-03c.968.2,2021-11-03,100,,248,221,968,15:15:00
uk.org.publicwhip/debate/2021-11-03c.1018.0,2021-11-03,101,,319,44,1018,18:25:00
uk.org.publicwhip/debate/2021-11-03c.1021.0,2021-11-03,102,Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day.,256,80,1021,18:25:00
uk.org.publicwhip/debate/2021-11-08a.125.2,2021-11-08,105,,276,161,125,21:37:00
uk.org.publicwhip/debate/2021-11-08a.129.0,2021-11-08,106,,273,161,129,21:37:00
uk.org.publicwhip/debate/2021-11-08b.104.0,2021-11-08,104,,283,163,104,20:07:00
uk.org.publicwhip/debate/2021-11-08c.100.0,2021-11-08,103,That this House insists on its amendments 31A and 31B and disagrees with Lords amendment 31C.,279,162,100,20:07:00
uk.org.publicwhip/debate/2021-11-08c.104.0,2021-11-08,104,That this House disagrees with Lords amendment 33B and proposes amendments (a) and (b) in lieu.—(Rebecca Pow.),283,163,104,20:07:00
uk.org.publicwhip/debate/2021-11-08c.125.2,2021-11-08,105,That this House disagrees with Lords amendment 4.,276,161,125,21:37:00
uk.org.publicwhip/debate/2021-11-08c.129.0,2021-11-08,106,,273,161,129,21:37:00
uk.org.publicwhip/debate/2021-11-15b.372.8,2021-11-15,107,,300,229,372,18:30:00
uk.org.publicwhip/debate/2021-11-15b.376.0,2021-11-15,108,,299,53,376,18:59:00
uk.org.publicwhip/debate/2021-11-15d.372.8,2021-11-15,107,,300,229,372,18:30:00
uk.org.publicwhip/debate/2021-11-15d.376.0,2021-11-15,108,,299,53,376,18:59:00
uk.org.publicwhip/debate/2021-11-16b.533.0,2021-11-16,109,,238,310,533,16:51:00
uk.org.publicwhip/debate/2021-11-16b.537.0,2021-11-16,110,,314,233,537,16:51:00
uk.org.publicwhip/debate/2021-11-16d.533.0,2021-11-16,109,,238,310,533,16:51:00
uk.org.publicwhip/debate/2021-11-16d.537.0,2021-11-16,110,,314,233,537,16:51:00
uk.org.publicwhip/debate/2021-11-17a.686.0,2021-11-17,111,,231,282,686,18:41:00
uk.org.publicwhip/debate/2021-11-17a.690.1,2021-11-17,112,,297,0,690,18:41:00
uk.org.publicwhip/debate/2021-11-17c.686.0,2021-11-17,111,,231,282,686,18:41:00
uk.org.publicwhip/debate/2021-11-17d.686.0,2021-11-17,111,,231,282,686,18:41:00
uk.org.publicwhip/debate/2021-11-17d.690.1,2021-11-17,112,,297,0,690,18:41:00
uk.org.publicwhip/debate/2021-11-22a.89.3,2021-11-22,113,,230,297,89,18:45:00
uk.org.publicwhip/debate/2021-11-22a.93.2,2021-11-22,114,,194,298,93,19:11:00
uk.org.publicwhip/debate/2021-11-22a.153.0,2021-11-22,115,,272,246,153,21:45:00
uk.org.publicwhip/debate/2021-11-22a.158.0,2021-11-22,116,,195,302,158,22:13:00
uk.org.publicwhip/debate/2021-11-22b.89.3,2021-11-22,113,“The Secretary of State may by regulations make provision about the retail packaging and labelling of electronic cigarettes and other novel nicotine products including requirements for health warnings and prohibition of branding elements attractive to children.”—(Mary Kelly Foy.),230,297,89,18:45:00
uk.org.publicwhip/debate/2021-11-22b.93.2,2021-11-22,114,This new clause would require the Secretary of State for Health and Social Care to make an annual statement on how the funding received by alcohol treatment providers has supported their work to improve treatment and reduce harm.,194,298,93,19:11:00
uk.org.publicwhip/debate/2021-11-22b.153.0,2021-11-22,115,,272,246,153,21:45:00
uk.org.publicwhip/debate/2021-11-22b.158.0,2021-11-22,116,,195,302,158,22:13:00
uk.org.publicwhip/debate/2021-11-22b.162.2,2021-11-22,117,"
Schedule 2 - Integrated care boards: constitution etc
",192,300,162,22:13:00
uk.org.publicwhip/debate/2021-11-23b.255.2,2021-11-23,118,,240,304,255,16:30:00
uk.org.publicwhip/debate/2021-11-23b.259.2,2021-11-23,119,"This amendment would require the Government to publish independently verified assessments every two years of current and future workforce numbers required to deliver care to the population in England, based on the economic projections made by the Office for Budget Responsibility, projected demographic changes, the prevalence of different health conditions and the likely impact of technology.",219,280,259,16:30:00
uk.org.publicwhip/debate/2021-11-23b.296.8,2021-11-23,120,This amendment enables regulations under new section 7E(1) of the National Health Service Act 2006 to vary the way VAT would have effect in relation to transfer schemes under new section 7D of the National Health Service Act 2006.,191,307,296,18:00:00
uk.org.publicwhip/debate/2021-11-23b.305.2,2021-11-23,121,"This amendment would require the Secretary of State for Health and Social Care to obtain the consent of the relevant devolved government before powers to make regulations under the Act in an area falling within the legislative competence of a devolved institution, are exercised.",239,311,305,18:00:00
uk.org.publicwhip/debate/2021-11-23b.317.2,2021-11-23,122,,294,244,317,18:54:00
uk.org.publicwhip/debate/2021-11-30a.826.0,2021-11-30,123,,434,23,826,15:41:00
uk.org.publicwhip/debate/2021-11-30a.885.0,2021-11-30,125,,214,320,885,19:17:00
uk.org.publicwhip/debate/2021-12-01a.979.2,2021-12-01,127,,52,307,979,15:45:00
uk.org.publicwhip/debate/2021-12-01a.1002.4,2021-12-01,128,,212,306,1002,17:15:00
uk.org.publicwhip/debate/2021-12-01a.1007.0,2021-12-01,129,,215,299,1007,17:15:00
uk.org.publicwhip/debate/2021-12-01c.975.2,2021-12-01,126,"
Clause 6 - Rate of surcharge and surcharge allowance
",301,206,975,15:45:00
uk.org.publicwhip/debate/2021-12-01c.979.2,2021-12-01,127,This new clause would require an assessment of the effects of the provisions in clause 12 on GDP in different scenarios.,52,307,979,15:45:00
uk.org.publicwhip/debate/2021-12-01c.1002.4,2021-12-01,128,"This new clause will put into law the Government’s commitment to undertake a review of the Levy by the end of 2027, and require them to publish an assessment every year until a register of beneficial owners of overseas entities that own UK property is in place an assessment of what impact such a register would have on the effectiveness of the Levy, and progress toward the register being established.",212,306,1002,17:15:00
uk.org.publicwhip/debate/2021-12-01c.1007.0,2021-12-01,129,"This new clause would require the Government to review the impact of measures contained in clause 85 of the Bill, and as part of that to commission an independent review of the information published by HMRC about disguised remuneration loan schemes. This independent assessment must consider HMRC’s approach to the loan charge scheme and consider recommendations for altering that approach, and the Government would be required to state to the House its response to the recommendations.",215,299,1007,17:15:00
uk.org.publicwhip/debate/2021-12-03b.1163.3,2021-12-03,130,,1,79,1163,
uk.org.publicwhip/debate/2021-12-03b.1226.2,2021-12-03,131,,28,59,1226,13:09:00
uk.org.publicwhip/debate/2021-12-06c.112.0,2021-12-06,132,,302,221,112,20:37:00
uk.org.publicwhip/debate/2021-12-06c.116.2,2021-12-06,133,"
Clause 8 - Armed Forces Covenant
",305,215,116,20:50:00
uk.org.publicwhip/debate/2021-12-07a.329.0,2021-12-07,137,,251,296,329,19:00:00
uk.org.publicwhip/debate/2021-12-07c.261.0,2021-12-07,134,,245,309,261,16:30:00
uk.org.publicwhip/debate/2021-12-07c.265.2,2021-12-07,135,"In respect of children registering as British citizens, this new clause would prevent the Home Office from charging a fee which exceeds the cost of processing the application. It would also abolish such fees altogether for looked-after children until they reach the age of 21 (or 25 if in full-time education), and would require the Government to produce a report setting out the effect of such fees on children’s human rights.",237,323,265,16:30:00
uk.org.publicwhip/debate/2021-12-07c.324.2,2021-12-07,136,,235,314,324,19:00:00
uk.org.publicwhip/debate/2021-12-07c.329.0,2021-12-07,137,,251,296,329,19:00:00
uk.org.publicwhip/debate/2021-12-07c.338.2,2021-12-07,138,Clause 39 as drafted would involve the criminalisation of the arrival and entry of asylum seekers and refugees with an offence subject to up to four years imprisonment. This amendment would prevent this from happening.,233,318,338,19:00:00
uk.org.publicwhip/debate/2021-12-07c.347.2,2021-12-07,139,"
Schedule 6 - Maritime Enforcement
",235,313,347,19:00:00
uk.org.publicwhip/debate/2021-12-10a.675.2,2021-12-10,145,,3,53,675,
uk.org.publicwhip/debate/2021-12-13b.866.2,2021-12-13,147,,180,292,866,20:00:00
uk.org.publicwhip/debate/2021-12-13b.870.2,2021-12-13,148,,178,292,870,20:00:00
uk.org.publicwhip/debate/2021-12-13c.866.2,2021-12-13,147,,180,292,866,20:00:00
uk.org.publicwhip/debate/2021-12-13c.870.2,2021-12-13,148,,178,292,870,20:00:00
uk.org.publicwhip/debate/2021-12-14a.1020.0,2021-12-14,150,,369,126,1020,18:20:00
uk.org.publicwhip/debate/2021-12-14d.1016.1,2021-12-14,149,,441,41,1016,18:20:00
uk.org.publicwhip/debate/2021-12-14d.1020.0,2021-12-14,150,"That the Health Protection (Coronavirus, Restrictions) (Entry to Venues and Events) (England) Regulations 2021 (SI, 2021, No. 1416), dated ",369,126,1020,18:20:00
uk.org.publicwhip/debate/2021-12-14d.1024.0,2021-12-14,151,"That the draft Health and Social Care Act 2008 (Regulated Activities) (Amendment) (Coronavirus) (No. 2) Regulations 2021, which were laid before this House on ",385,100,1024,18:20:00
uk.org.publicwhip/debate/2022-01-10a.341.5,2022-01-10,152,,204,316,341,18:45:00
uk.org.publicwhip/debate/2022-01-10a.350.2,2022-01-10,154,,207,315,350,18:45:00
